Column1,                                     ,date,amount,transaction_id,rate, ,product,,,,
35715,31811,11/8/2022 8:38,144,pos_1660207119185307144,0.01,2,pos,,,,
35716,3743,8/8/2021 4:07,94,pos_1628395634611504094,0.01,2,pos,,,,
35717,15648,30/03/2022 16:45:43,139,pos_1648658743401617139,0.01,2,pos,,,,
35718,2090,28/05/2021 12:47:45,12,pos_1622206064908796012,0.01,2,pos,,,,
35719,5196,24/09/2021 08:53:20,197,pos_1632473600080422197,0.01,2,pos,,,,
35720,134367,5/7/2022 1:16,1087,pp_1656983796796623087,0.025,2,pp,,,,
35721,58249,1/10/2022 14:17,16,pos_1664633831674901016,0.01,2,pos,,,,
35722,4630,6/9/2021 0:22,66,pos_1630887761137704066,0.01,2,pos,,,,
35723,74656,8/12/2022 1:04,24,pos_1670461479328627024,0.01,2,pos,,,,
35724,21715,30/05/2022 06:52:55,159,pos_1653893574503254159,0.01,2,pos,,,,
35725,101545,10/2/2022 11:09,737,pr_1644491361781228737,0.03,0,pr,,,,
35726,41611,4/10/2022 6:03,123,pos_1664863392096076123,0.01,2,pos,,,,
35727,126070,27/10/2021 22:55:42,645,pp_1635375342250886645,0.025,2,pp,,,,
35728,69692,21/11/2022 11:19:54,205,pos_1669029594457622205,0.01,2,pos,,,,
35729,44144,16/10/2022 10:19:06,10,pos_1665915545704450010,0.01,2,pos,,,,
35730,21129,25/05/2022 03:17:09,191,pos_1653448629260088191,0.01,2,pos,,,,
35731,41469,3/10/2022 7:33,93,pos_1664782413781649093,0.01,2,pos,,,,
35732,65479,2/11/2022 3:30,1123232323,pos_1667359853252630198,0.01,2,pos,,,,
35733,11459,1/2/2022 8:17,76,pos_1643703470463260076,0.01,2,pos,,,,
35734,118455,14/11/2022 04:48:45,2160,pr_1668401325242470160,0.03,0,pr,,,,
35735,141908,30/12/2022 12:20:59,497,pp_1672402859495817497,0.025,2,pp,,,,
35736,64495,29/10/2022 13:20:59,86,pos_1667049658716150086,0.01,2,pos,,,,
35737,54776,29/11/2022 05:55:38,191,pos_1669701338208177191,0.01,2,pos,,,,
35738,99555,4/1/2022 16:32,9123232323,pr_1641313977330073998,0.03,0,pr,,,,
35739,12216,12/2/2022 15:30,42,pos_1644679837431446042,0.01,2,pos,,,,
35740,97895,4/12/2021 14:12,1004,pr_1638627132579077004,0.03,0,pr,,,,
35741,3010,10/7/2021 14:50,18,pos_1625928648733377018,0.01,2,pos,,,,
35742,54423,28/11/2022 14:01:49,123232323,pos_1669644109356628098,0.01,2,pos,,,,
35743,52114,20/11/2022 15:52:37,207,pos_1668959557487680207,0.01,2,pos,,,,
35744,43563,13/10/2022 08:08:06,72,pos_1665648485581414072,0.01,2,pos,,,,
35745,36114,6/9/2022 9:32,10,pos_1662456769019420010,0.01,2,pos,,,,
35746,74814,8/12/2022 16:14,39,pos_1670516052302668039,0.01,2,pos,,,,
35747,102670,1/3/2022 13:41,1527,pr_1646142110678965527,0.03,0,pr,,,,
35748,470,11/2/2021 1:27,56,pos_1613006857265973056,0.01,2,pos,,,,
35749,37169,12/9/2022 14:41,358,pos_1662993660511590358,0.01,2,pos,,,,
35750,120702,22/12/2022 11:21:18,394,pr_1671708078039971394,0.03,0,pr,,,,
35751,44685,18/10/2022 13:39:27,67,pos_1666100367389219067,0.01,2,pos,,,,
35752,74065,6/12/2022 9:17,226,pos_1670318268359886226,0.01,2,pos,,,,
35753,121237,31/12/2022 05:18:11,2961,pr_1672463890935271961,0.03,0,pr,,,,
35754,58676,3/10/2022 13:25,370,pos_1664803529762342370,0.01,2,pos,,,,
35755,33061,19/08/2022 06:22:35,130,pos_1660890155334426130,0.01,2,pos,,,,
35756,33877,24/08/2022 10:09:01,61,pos_1661335740891196061,0.01,2,pos,,,,
35757,132158,14/05/2022 18:09:51,1093,pp_1652551791424735093,0.025,2,pp,,,,
35758,76602,14/12/2022 06:11:11,150,pos_1670998271305490150,0.01,2,pos,,,,
35759,2341,9/6/2021 10:15,176,pos_1623233730535287176,0.01,2,pos,,,,
35760,1933,19/05/2021 11:08:19,100,pos_1621422499325360100,0.01,2,pos,,,,
35761,84667,6/3/2021 19:52,1587,pr_1615060336447540587,0.03,0,pr,,,,
35762,75594,11/12/2022 12:18,214,pos_1670761118330096214,0.01,2,pos,,,,
35763,31344,9/8/2022 20:27,133,pos_1660076861038154133,0.01,2,pos,,,,
35764,140865,3/12/2022 15:31,1614,pp_1670081469848227614,0.025,2,pp,,,,
35765,92504,22/08/2021 02:54:58,401,pr_1629600898333927401,0.03,0,pr,,,,
35766,53963,26/11/2022 08:53:08,121,pos_1669452787610359121,0.01,2,pos,,,,
35767,24321,20/06/2022 12:03:18,21,pos_1655726598370670021,0.01,2,pos,,,,
35768,19524,10/5/2022 9:46,137,pos_1652175978224512137,0.01,2,pos,,,,
35769,27315,13/07/2022 18:26:43,24,pos_1657736802737441024,0.01,2,pos,,,,
35770,19636,11/5/2022 14:21,113,pos_1652278899956204113,0.01,2,pos,,,,
35771,126565,21/11/2021 07:51:31,1449,pp_1637481091228887449,0.025,2,pp,,,,
35772,71983,28/11/2022 12:24:41,133,pos_1669638281141709133,0.01,2,pos,,,,
35773,38576,19/09/2022 06:21:17,96,pos_1663568476914668096,0.01,2,pos,,,,
35774,7051,10/11/2021 8:54,126,pos_1636534474817313126,0.01,2,pos,,,,
35775,81992,2/1/2021 16:28,1597,pr_1609604932010986597,0.03,0,pr,,,,
35776,70187,22/11/2022 11:12:41,277,pos_1669115561253042277,0.01,2,pos,,,,
35777,38931,21/09/2022 19:21:51,214,pos_1663788110710300214,,,pos,,,,
35778,44174,16/10/2022 10:50:59,183,pos_1665917458980193183,0.01,2,pos,,,,
35779,90704,16/07/2021 08:37:11,2731,pr_1626424630577171731,0.03,0,pr,,,,
35780,102782,3/3/2022 10:59,258,pr_1646305160451172258,0.03,0,pr,,,,
35781,6590,31/10/2021 10:40:58,117,pos_1635676857536554117,0.01,2,pos,,,,
35782,17943,25/04/2022 10:16:46,189,pos_1650881806360060189,0.01,2,pos,,,,
35783,31790,11/8/2022 14:45,264,pos_1660229131395145264,0.01,2,pos,,,,
35784,23091,11/6/2022 5:23,197,pos_1654925000680574197,0.01,2,pos,,,,
35785,39982,26/09/2022 11:44:26,55,pos_1664192666259153055,0.01,2,pos,,,,
35786,29814,30/07/2022 15:38:12,210,pos_1659195491864622210,0.01,2,pos,,,,
35787,68073,14/11/2022 09:58:12,51,pos_1668419891752731051,0.01,2,pos,,,,
35788,64747,30/10/2022 10:16:24,316,pos_1667124983780664316,0.01,2,pos,,,,
35789,134897,18/07/2022 09:24:52,1377,pp_1658136292265155377,0.025,2,pp,,,,
35790,61585,16/10/2022 14:56:55,68,pos_1665932214570210068,0.01,2,pos,,,,
35791,103660,18/03/2022 19:08:27,309,pr_1647630507248381309,0.03,0,pr,,,,
35792,56705,6/12/2022 15:37,8,pos_1670341055195905008,0.01,2,pos,,,,
35793,39008,21/09/2022 05:42:21,364,pos_1663738941038865364,,,pos,,,,
35794,5600,5/10/2021 18:42,148,pos_1633459322380752148,0.01,2,pos,,,,
35795,57986,30/09/2022 22:53:50,93,pos_1664578430447935093,0.01,2,pos,,,,
35796,110264,30/06/2022 14:04:38,453,pr_1656597877927689453,0.03,0,pr,,,,
35797,27035,11/7/2022 8:55,191,pos_1657529702804947191,0.01,2,pos,,,,
35798,127915,20/01/2022 06:55:58,355,pp_1642661758148548355,0.025,2,pp,,,,
35799,47487,31/10/2022 10:07:56,199,pos_1667210875828542199,0.01,2,pos,,,,
35800,94454,28/09/2021 17:24:47,1362,pr_1632849886978432362,0.03,0,pr,,,,
35801,47421,30/10/2022 17:24:42,168,pos_1667150682314692168,0.01,2,pos,,,,
35802,75449,10/12/2022 16:36,309,pos_1670690177061812309,0.01,2,pos,,,,
35803,11192,27/01/2022 08:19:37,285,pos_1643271576800937285,0.01,2,pos,,,,
35804,81949,1/1/2021 13:25,3905,pr_1609507544118466905,0.03,0,pr,,,,
35805,125264,20/09/2021 11:21:46,1737,pp_1632136905747146737,0.025,2,pp,,,,
35806,113717,24/08/2022 07:21:33,712,pr_1661325692848775712,0.03,0,pr,,,,
35807,139624,3/11/2022 0:47,483,pp_1667436455839425483,0.025,2,pp,,,,
35808,55473,1/12/2022 13:45,179,pos_1669902344987305179,0.01,2,pos,,,,
35809,54451,28/11/2022 07:21:15,82,pos_1669620075320762082,0.01,2,pos,,,,
35810,129135,2/3/2022 6:54,1141,pp_1646204039750218141,0.025,2,pp,,,,
35811,55764,3/12/2022 17:31,316,pos_1670088701836117316,0.01,2,pos,,,,
35812,59241,6/10/2022 3:53,129,pos_1665028385998752129,0.01,2,pos,,,,
35813,81773,31/12/2022 19:04:04,173,pos_1672513444410248173,0.01,2,pos,,,,
35814,29542,28/07/2022 16:08:33,60,pos_1659024512694107060,0.01,2,pos,,,,
35815,15136,24/03/2022 08:53:16,309,pos_1648111996052250309,0.01,2,pos,,,,
35816,39868,26/09/2022 06:24:32,36,pos_1664173472257216036,0.01,2,pos,,,,
35817,74154,6/12/2022 10:26,182,pos_1670322373901843182,0.01,2,pos,,,,
35818,122382,9/4/2021 4:35,1257,pp_1617942940723322257,0.025,2,pp,,,,
35819,1881,16/05/2021 21:00:01,55,pos_1621198801230189055,0.01,2,pos,,,,
35820,45308,21/10/2022 14:50:53,5,pos_1666363853136548005,0.01,2,pos,,,,
35821,71815,28/11/2022 08:23:59,282,pos_1669623839176987282,0.01,2,pos,,,,
35822,12231,12/2/2022 10:09,60,pos_1644660563605328060,0.01,2,pos,,,,
35823,33115,19/08/2022 05:21:36,199,pos_1660886495793899199,0.01,2,pos,,,,
35824,48107,2/11/2022 14:07,15,pos_1667398072122634015,0.01,2,pos,,,,
35825,9716,2/1/2022 13:08,124,pos_1641128891147512124,0.01,2,pos,,,,
35826,101124,2/2/2022 6:29,193,pr_1643783344405941193,0.03,0,pr,,,,
35827,51586,17/11/2022 05:50:40,239,pos_1668664239934274239,0.01,2,pos,,,,
35828,93770,15/09/2021 07:15:40,797,pr_1631690140311906797,0.03,0,pr,,,,
35829,115769,27/09/2022 07:37:48,1877,pr_1664264267641746877,0.03,0,pr,,,,
35830,52689,22/11/2022 15:54:45,265,pos_1669132485082802265,0.01,2,pos,,,,
35831,83957,17/02/2021 12:57:21,37,pr_1613566640515728037,0.03,0,pr,,,,
35832,86665,20/04/2021 15:34:26,220,pr_1618932866487768220,0.03,0,pr,,,,
35833,105794,21/04/2022 09:11:35,713,pr_1650532295461028713,0.03,0,pr,,,,
35834,40444,29/09/2022 08:17:17,305,pos_1664439436833978305,0.01,2,pos,,,,
35835,101128,2/2/2022 9:26,306,pr_1643793965396590306,0.03,0,pr,,,,
35836,129334,7/3/2022 8:06,115,pp_1646640395958684115,0.025,2,pp,,,,
35837,12575,17/02/2022 10:27:47,90,pos_1645093666515072090,0.01,2,pos,,,,
35838,138146,28/09/2022 11:57:55,2556,pp_1664366274557919556,0.025,2,pp,,,,
35839,77139,16/12/2022 05:27:45,162,pos_1671168465449836162,0.01,2,pos,,,,
35840,13849,8/3/2022 16:02,133,pos_1646755374147806133,0.01,2,pos,,,,
35841,53928,26/11/2022 16:36:17,235,pos_1669480577283019235,0.01,2,pos,,,,
35842,55717,3/12/2022 15:54,96,pos_1670082851821012096,0.01,2,pos,,,,
35843,64261,28/10/2022 13:57:28,177,pos_1666965448358041177,0.01,2,pos,,,,
35844,84776,9/3/2021 12:48,1992,pr_1615294108862048992,0.03,0,pr,,,,
35845,139134,21/10/2022 17:59:31,2075,pp_1666375171381753075,0.025,2,pp,,,,
35846,111142,14/07/2022 15:02:19,1723,pr_1657810938756568723,0.03,0,pr,,,,
35847,32006,13/08/2022 00:00:57,196,pos_1660348856842098196,0.01,2,pos,,,,
35848,4444,31/08/2021 14:09:14,112,pos_1630418954210642112,0.01,2,pos,,,,
35849,135675,7/8/2022 10:51,2149,pp_1659869515195677149,0.025,2,pp,,,,
35850,115876,29/09/2022 22:02:40,1251,pr_1664488959539565251,0.03,0,pr,,,,
35851,8634,14/12/2021 09:49:00,139,pos_1639475339551998139,0.01,2,pos,,,,
35852,9117,23/12/2021 04:13:30,264,pos_1640232810043890264,0.01,2,pos,,,,
35853,117861,2/11/2022 8:09,2070,pr_1667376564899472070,0.03,0,pr,,,,
35854,53815,26/11/2022 12:35:29,205,pos_1669466129399807205,0.01,2,pos,,,,
35855,37832,15/09/2022 15:48:41,33,pos_1663256920829309033,,,pos,,,,
35856,123453,18/06/2021 10:01:33,164,pp_1624010492645516164,0.025,2,pp,,,,
35857,54032,26/11/2022 11:30:57,125,pos_1669462256632708125,0.01,2,pos,,,,
35858,127168,19/12/2021 10:36:47,730,pp_1639910207201115730,0.025,2,pp,,,,
35859,130707,12/4/2022 14:57,848,pp_1649775433376340848,0.025,2,pp,,,,
35860,113719,24/08/2022 12:38:04,866,pr_1661344684140598866,0.03,0,pr,,,,
35861,78076,19/12/2022 06:24:43,136,pos_1671431082729616136,0.01,2,pos,,,,
35862,6630,1/11/2021 7:12,27,pos_1635750726238446027,0.01,2,pos,,,,
35863,77138,16/12/2022 08:01:50,108,pos_1671177710289363108,0.01,2,pos,,,,
35864,132563,22/05/2022 07:48:09,530,pp_1653205689024988530,0.025,2,pp,,,,
35865,76549,14/12/2022 09:06:49,102,pos_1671008809378922102,0.01,2,pos,,,,
35866,58080,30/09/2022 12:27:41,32,pos_1664540861296368032,0.01,2,pos,,,,
35867,13376,1/3/2022 14:37,121,pos_1646145457028551121,0.01,2,pos,,,,
35868,99213,29/12/2021 06:44:25,1103,pr_1640760264596421103,0.03,0,pr,,,,
35869,87566,11/5/2021 11:15,1509,pr_1620731705357121509,0.03,0,pr,,,,
35870,52068,19/11/2022 10:57:49,43,pos_1668855468951229043,0.01,2,pos,,,,
35871,39275,23/09/2022 05:20:24,172,pos_1663910423828498172,0.01,2,pos,,,,
35872,83826,14/02/2021 10:39:41,856,pr_1613299181258540856,0.03,0,pr,,,,
35873,27530,14/07/2022 12:21:14,340,pos_1657801274298107340,0.01,2,pos,,,,
35874,116899,16/10/2022 02:37:53,1189,pr_1665887872790700189,0.03,0,pr,,,,
35875,17721,22/04/2022 09:57:48,123,pos_1650621468179794123,0.01,2,pos,,,,
35876,78248,20/12/2022 02:20:08,349,pos_1671502807859587349,0.01,2,pos,,,,
35877,90879,19/07/2021 15:25:18,1621,pr_1626708317591239621,0.03,0,pr,,,,
35878,118849,21/11/2022 11:39:34,1310,pr_1669030773647832310,0.03,0,pr,,,,
35879,1093,30/03/2021 16:47:29,29,pos_1617122849195739029,0.01,2,pos,,,,
35880,22916,9/6/2022 0:16,103,pos_1654733769869744103,0.01,2,pos,,,,
35881,50445,13/11/2022 14:30:33,56,pos_1668349832782303056,0.01,2,pos,,,,
35882,89745,26/06/2021 07:10:34,238,pr_1624691433524273238,0.03,0,pr,,,,
35883,116639,12/10/2022 20:26,1435,pr_1665606361250210435,0.03,0,pr,,,,
35884,126722,29/11/2021 07:14:54,1867,pp_1638170094245206867,0.025,2,pp,,,,
35885,49597,9/11/2022 8:59,162,pos_1667984383369511162,0.01,2,pos,,,,
35886,34114,25/08/2022 09:54:30,90,pos_1661421269611786090,0.01,2,pos,,,,
35887,90988,22/07/2021 19:04:49,750,pr_1626980688857972750,0.03,0,pr,,,,
35888,32503,16/08/2022 06:38:05,139,pos_1660631884816347139,0.01,2,pos,,,,
35889,39249,23/09/2022 08:07:32,179,pos_1663920452483535179,0.01,2,pos,,,,
35890,21760,31/05/2022 16:21:31,93,pos_1654014090687732093,0.01,2,pos,,,,
35891,47956,2/11/2022 14:32,280,pos_1667399544297721280,0.01,2,pos,,,,
35892,121949,7/3/2021 9:55,1404,pp_1615110911246346404,0.025,2,pp,,,,
35893,72909,2/12/2022 5:05,141,pos_1669957506303161141,0.01,2,pos,,,,
35894,136252,20/08/2022 14:10:46,1948,pp_1661004646175477948,0.025,2,pp,,,,
35895,57958,30/09/2022 04:37:11,103,pos_1664512631020629103,0.01,2,pos,,,,
35896,18341,28/04/2022 10:01:25,36,pos_1651140085097390036,0.01,2,pos,,,,
35897,101133,2/2/2022 12:58,784,pr_1643806703723342784,0.03,0,pr,,,,
35898,27175,12/7/2022 13:53,181,pos_1657633999579028181,0.01,2,pos,,,,
35899,5980,15/10/2021 11:13:49,80,pos_1634296428903424080,0.01,2,pos,,,,
35900,137901,23/09/2022 20:38:50,406,pp_1663965529806889406,0.025,2,pp,,,,
35901,11339,30/01/2022 12:15:55,280,pos_1643544954940662280,0.01,2,pos,,,,
35902,37874,15/09/2022 10:02:13,92,pos_1663236132870407092,,,pos,,,,
35903,98986,25/12/2021 06:18:53,1774,pr_1640413133109796774,0.03,0,pr,,,,
35904,111307,17/07/2022 10:04:26,1635,pr_1658052266432234635,0.03,0,pr,,,,
35905,79792,25/12/2022 08:42:55,191,pos_1671957775164851191,0.01,2,pos,,,,
35906,1778,11/5/2021 6:17,105,pos_1620713876015137105,0.01,2,pos,,,,
35907,117494,26/10/2022 12:12:15,1546,pr_1666786334912297546,0.03,0,pr,,,,
35908,20129,16/05/2022 07:03:07,46,pos_1652684586720134046,0.01,2,pos,,,,
35909,64244,28/10/2022 20:16:03,90,pos_1666988163039550090,0.01,2,pos,,,,
35910,22193,3/6/2022 11:38,233,pos_1654256299371205233,0.01,2,pos,,,,
35911,84951,12/3/2021 8:51,832,pr_1615539117603967832,0.03,0,pr,,,,
35912,17938,25/04/2022 15:29:35,135,pos_1650900575281243135,0.01,2,pos,,,,
35913,37843,15/09/2022 14:14:53,47,pos_1663251293334239047,,,pos,,,,
35914,128381,7/2/2022 16:32,23,pp_1644251569442333023,0.025,2,pp,,,,
35915,66592,7/11/2022 9:55,174,pos_1667814930889580174,0.01,2,pos,,,,
35916,136858,3/9/2022 14:18,1614,pp_1662214698901492614,0.025,2,pp,,,,
35917,74737,8/12/2022 19:54,155,pos_1670529248692312155,0.01,2,pos,,,,
35918,114174,31/08/2022 11:56:35,926,pr_1661946994779166926,0.03,0,pr,,,,
35919,79283,23/12/2022 15:16:29,187,pos_1671808588857445187,0.01,2,pos,,,,
35920,24400,21/06/2022 18:59:44,63,pos_1655837983759360063,0.01,2,pos,,,,
35921,71536,27/11/2022 10:09:10,300,pos_1669543749875721300,0.01,2,pos,,,,
35922,108884,7/6/2022 7:50,246,pr_1654588224074144246,0.03,0,pr,,,,
35923,69656,20/11/2022 09:46:23,171,pos_1668937582567025171,0.01,2,pos,,,,
35924,8560,12/12/2021 13:05,194,pos_1639314337085257194,0.01,2,pos,,,,
35925,120168,13/12/2022 07:11:21,1030,pr_1670915481186419030,0.03,0,pr,,,,
35926,26595,8/7/2022 15:53,48,pos_1657295583268105048,0.01,2,pos,,,,
35927,131346,27/04/2022 18:08:11,2080,pp_1651082891491324080,0.025,2,pp,,,,
35928,72860,2/12/2022 4:28,175,pos_1669955286755579175,0.01,2,pos,,,,
35929,124143,24/07/2021 10:28:03,1415,pp_1627122483420177415,0.025,2,pp,,,,
35930,120540,19/12/2022 13:15:37,683,pr_1671455737295800683,0.03,0,pr,,,,
35931,52771,22/11/2022 12:35:59,211,pos_1669120558858127211,0.01,2,pos,,,,
35932,50618,13/11/2022 09:35:46,196,pos_1668332145874522196,0.01,2,pos,,,,
35933,3136,16/07/2021 15:12:34,55,pos_1626448353631075055,0.01,2,pos,,,,
35934,57790,29/09/2022 20:29:09,74,pos_1664483349086382074,0.01,2,pos,,,,
35935,22259,4/6/2022 13:33,15,pos_1654349622897058015,0.01,2,pos,,,,
35936,122221,26/03/2021 07:43:06,218,pp_1616744586421785218,0.025,2,pp,,,,
35937,46694,27/10/2022 08:58:11,222,pos_1666861090860739222,0.01,2,pos,,,,
35938,99834,10/1/2022 10:23,1140,pr_1641810206664271140,0.03,0,pr,,,,
35939,49527,9/11/2022 9:15,83,pos_1667985313263515083,0.01,2,pos,,,,
35940,53626,25/11/2022 18:32:22,155,pos_1669401141863383155,0.01,2,pos,,,,
35941,48221,3/11/2022 11:31,12,pos_1667475097867101012,0.01,2,pos,,,,
35942,15284,26/03/2022 14:37:17,257,pos_1648305437246591257,0.01,2,pos,,,,
35943,27784,16/07/2022 05:35:46,36,pos_1657949746278947036,0.01,2,pos,,,,
35944,1197,6/4/2021 12:01,127,pos_1617710472425362127,0.01,2,pos,,,,
35945,53159,23/11/2022 22:03:35,67,pos_1669241015426382067,0.01,2,pos,,,,
35946,77160,16/12/2022 16:35:10,345,pos_1671208510064238345,0.01,2,pos,,,,
35947,8447,10/12/2021 11:34,133,pos_1639136073799625133,0.01,2,pos,,,,
35948,72837,2/12/2022 13:34,51,pos_1669988051864158051,0.01,2,pos,,,,
35949,68747,17/11/2022 14:05:56,142,pos_1668693955860965142,0.01,2,pos,,,,
35950,35453,2/9/2022 4:45,105,pos_1662093946916152105,0.01,2,pos,,,,
35951,77324,17/12/2022 06:58:51,248,pos_1671260330587503248,0.01,2,pos,,,,
35952,77603,18/12/2022 09:48:22,63,pos_1671356902267366063,0.01,2,pos,,,,
35953,122461,14/04/2021 15:38:40,897,pp_1618414719535478897,0.025,2,pp,,,,
35954,76633,14/12/2022 08:51:03,128,pos_1671007862818919128,0.01,2,pos,,,,
35955,94021,20/09/2021 10:02:12,542,pr_1632132131938330542,0.03,0,pr,,,,
35956,4027,17/08/2021 06:28:27,46,pos_1629181707197901046,0.01,2,pos,,,,
35957,139451,30/10/2022 11:43:35,308,pp_1667130214604468308,0.025,2,pp,,,,
35958,39813,25/09/2022 11:14:12,169,pos_1664104451761695169,0.01,2,pos,,,,
35959,61788,17/10/2022 16:42:01,47,pos_1666024921170214047,0.01,2,pos,,,,
35960,50114,11/11/2022 18:41,57,pos_1668192117146563057,0.01,2,pos,,,,
35961,10822,21/01/2022 08:07:09,90,pos_1642752428606008090,0.01,2,pos,,,,
35962,82189,7/1/2021 0:24,766,pr_1609979072348664766,0.03,0,pr,,,,
35963,128663,17/02/2022 12:41:00,46,pp_1645101660424562046,0.025,2,pp,,,,
35964,100600,25/01/2022 14:50:03,2891,pr_1643122203349996891,0.03,0,pr,,,,
35965,183,16/01/2021 15:06:12,31,pos_1610809571615697031,0.01,2,pos,,,,
35966,110699,7/7/2022 12:49,1734,pr_1657198139833866734,0.03,0,pr,,,,
35967,87017,29/04/2021 11:20:20,821,pr_1619695219957853821,0.03,0,pr,,,,
35968,64491,29/10/2022 16:01:48,375,pos_1667059307892544375,0.01,2,pos,,,,
35969,61443,16/10/2022 05:44:15,176,pos_1665899055426010176,0.01,2,pos,,,,
35970,110611,6/7/2022 8:12,1046,pr_1657095140594233046,0.03,0,pr,,,,
35971,14924,22/03/2022 17:19:52,187,pos_1647969592328782187,0.01,2,pos,,,,
35972,8849,18/12/2021 10:14:15,79,pos_1639822454520107079,0.01,2,pos,,,,
35973,20752,22/05/2022 14:14:10,174,pos_1653228849962592174,0.01,2,pos,,,,
35974,137973,24/09/2022 12:57:47,1318,pp_1664024266635856318,0.025,2,pp,,,,
35975,120480,18/12/2022 14:22:04,1679,pr_1671373324054434679,0.03,0,pr,,,,
35976,91159,24/07/2021 11:07:23,2518,pr_1627124842558240518,0.03,0,pr,,,,
35977,8303,7/12/2021 17:14,85,pos_1638897276300723085,0.01,2,pos,,,,
35978,11592,3/2/2022 15:59,253,pos_1643903972923963253,0.01,2,pos,,,,
35979,126659,26/11/2021 17:07:38,423,pp_1637946457649457423,0.025,2,pp,,,,
35980,69182,18/11/2022 13:04:29,88,pos_1668776669487506088,0.01,2,pos,,,,
35981,55367,1/12/2022 12:24,88,pos_1669897471947266088,0.01,2,pos,,,,
35982,7739,25/11/2021 06:58:45,5,pos_1637823525231566005,0.01,2,pos,,,,
35983,27592,15/07/2022 16:23:35,96,pos_1657902215273122096,0.01,2,pos,,,,
35984,26030,4/7/2022 12:11,301,pos_1656936715396694301,0.01,2,pos,,,,
35985,60952,14/10/2022 11:58:44,182,pos_1665748723821351182,0.01,2,pos,,,,
35986,111656,22/07/2022 09:54:29,2155,pr_1658483669185837155,0.03,0,pr,,,,
35987,55162,30/11/2022 18:09:34,285,pos_1669831774088364285,0.01,2,pos,,,,
35988,8909,19/12/2021 07:56:16,189,pos_1639900576255273189,0.01,2,pos,,,,
35989,104114,25/03/2022 05:23:32,933,pr_1648185812465275933,0.03,0,pr,,,,
35990,16383,7/4/2022 10:17,61,pos_1649326631818821061,0.01,2,pos,,,,
35991,92167,14/08/2021 03:30:31,2030,pr_1628911831202900030,0.03,0,pr,,,,
35992,17783,23/04/2022 22:43:21,89,pos_1650753800914362089,0.01,2,pos,,,,
35993,97148,20/11/2021 10:08:58,5,pr_1637402938320086005,0.03,0,pr,,,,
35994,105263,13/04/2022 15:38:46,471,pr_1649864325739817471,0.03,0,pr,,,,
35995,37361,13/09/2022 09:43:56,186,pos_1663062236477905186,0.01,2,pos,,,,
35996,115046,15/09/2022 09:24:40,64,pr_1663233880486905064,0.03,0,pr,,,,
35997,15241,25/03/2022 13:32:55,35,pos_1648215174979896035,0.01,2,pos,,,,
35998,99181,28/12/2021 17:36:34,1124,pr_1640712994484609124,0.03,0,pr,,,,
35999,72026,28/11/2022 10:33:24,116,pos_1669631604471358116,0.01,2,pos,,,,
36000,33139,19/08/2022 15:32:51,128,pos_1660923170871747128,0.01,2,pos,,,,
36001,132904,30/05/2022 18:14:07,555,pp_1653934447428167555,0.025,2,pp,,,,
36002,71720,27/11/2022 10:50:22,28,pos_1669546222075404028,0.01,2,pos,,,,
36003,41348,3/10/2022 4:11,95,pos_1664770264557950095,0.01,2,pos,,,,
36004,76114,13/12/2022 07:16:14,162,pos_1670915774398564162,0.01,2,pos,,,,
36005,128765,20/02/2022 10:00:42,637,pp_1645351241758753637,0.025,2,pp,,,,
36006,37501,14/09/2022 13:20:38,87,pos_1663161638348130087,0.01,2,pos,,,,
36007,75236,10/12/2022 14:12,17,pos_1670681526763904017,0.01,2,pos,,,,
36008,71650,27/11/2022 14:13:44,210,pos_1669558423724604210,0.01,2,pos,,,,
36009,125388,27/09/2021 08:14:10,1424,pp_1632730450293597424,0.025,2,pp,,,,
36010,67698,12/11/2022 7:32,121,pos_1668238364169450121,0.01,2,pos,,,,
36011,39366,23/09/2022 15:40:35,179,pos_1663947635161699179,0.01,2,pos,,,,
36012,1984,22/05/2021 11:08:36,13,pos_1621681715608999013,0.01,2,pos,,,,
36013,33908,24/08/2022 16:26:40,366,pos_1661358400160119366,0.01,2,pos,,,,
36014,130156,28/03/2022 11:13:07,1917,pp_1648465987225218917,0.025,2,pp,,,,
36015,49515,8/11/2022 16:15,282,pos_1667924124056531282,0.01,2,pos,,,,
36016,38518,19/09/2022 15:25:02,50,pos_1663601102430561050,0.01,2,pos,,,,
36017,70474,23/11/2022 14:24:41,22,pos_1669213481257523022,0.01,2,pos,,,,
36018,7328,16/11/2021 09:04:59,153,pos_1637053498594117153,0.01,2,pos,,,,
36019,5029,19/09/2021 02:16:07,248,pos_1632017767316115248,0.01,2,pos,,,,
36020,116698,13/10/2022 11:13:13,241,pr_1665659593140184241,0.03,0,pr,,,,
36021,48617,5/11/2022 11:13,143,pos_1667646838065037143,0.01,2,pos,,,,
36022,62291,20/10/2022 12:26:42,73,pos_1666268802435663073,0.01,2,pos,,,,
36023,98671,19/12/2021 14:27:09,684,pr_1639924028572468684,0.03,0,pr,,,,
36024,60937,14/10/2022 12:31:43,15,pos_1665750702918256015,0.01,2,pos,,,,
36025,85522,25/03/2021 10:23:06,438,pr_1616667786392441438,0.03,0,pr,,,,
36026,27630,15/07/2022 08:22:12,196,pos_1657873332016726196,0.01,2,pos,,,,
36027,27266,13/07/2022 18:03:49,49,pos_1657735429053418049,0.01,2,pos,,,,
36028,2480,16/06/2021 15:29:53,225,pos_1623857393158268225,0.01,2,pos,,,,
